H,M,S,draws
5,24,11,0.0016955555555555554
5,24,12,0.0010733333333333333
5,24,13,0.0010733333333333333
5,24,14,0.0010733333333333333
5,24,15,0.0010733333333333333
5,24,16,0.0010733333333333333
5,24,17,0.0010733333333333333
5,24,18,0.0010733333333333333
5,24,19,0.0010733333333333333
5,24,20,0.0010733333333333333
5,24,21,0.0010733333333333333
5,24,22,0.0010733333333333333
5,24,23,0.0010733333333333333
5,24,24,0.0010733333333333333
5,24,25,0.0010733333333333333
5,24,26,0.0010733333333333333
5,24,27,0.0010733333333333333
5,24,28,0.0010733333333333333
5,24,29,0.0010733333333333333
5,24,30,0.0010733333333333333
5,24,31,0.0010733333333333333
5,24,32,0.0010733333333333333
5,24,33,0.0010733333333333333
5,24,34,0.0010733333333333333
5,24,35,0.0010733333333333333
5,24,36,0.0010733333333333333
5,24,37,0.0010733333333333333
5,24,38,0.0010733333333333333
5,24,39,0.0010733333333333333
5,24,40,0.0010733333333333333
5,24,41,0.0010733333333333333
5,24,42,0.0010733333333333333
5,24,43,0.0010733333333333333
5,24,44,0.0010733333333333333
5,24,45,0.0010733333333333333
5,24,46,0.0010733333333333333
5,24,47,0.0010733333333333333
5,24,48,0.0010733333333333333
5,24,49,0.0010733333333333333
5,24,50,0.0010733333333333333
5,24,51,0.0010733333333333333
5,24,52,0.0010733333333333333
5,24,53,0.0010733333333333333
5,24,54,0.0010733333333333333
5,24,55,0.0010733333333333333
5,24,56,0.0010733333333333333
5,24,57,0.0010733333333333333
5,24,58,0.0010733333333333333
5,24,59,0.0010733333333333333
5,25,0,0.0010733333333333333
5,25,1,0.0010733333333333333
5,25,2,0.0010733333333333333
5,25,3,0.0010733333333333333
5,25,4,0.0010733333333333333
5,25,5,0.0010733333333333333
5,25,6,0.0010733333333333333
5,25,7,0.0010733333333333333
5,25,8,0.0010733333333333333
5,25,9,0.0010733333333333333
5,25,10,0.0010733333333333333
5,25,11,0.0010733333333333333
5,25,12,0.0010733333333333333
5,25,13,0.0010733333333333333
5,25,14,0.0010733333333333333
5,25,15,0.0010733333333333333
5,25,16,0.0010733333333333333
5,25,17,0.0010733333333333333
5,25,18,0.0010733333333333333
5,25,19,0.0010733333333333333
5,25,20,0.0010733333333333333
5,25,21,0.0010733333333333333
5,25,22,0.0010733333333333333
5,25,23,0.0010733333333333333
5,25,24,0.0010733333333333333
5,25,25,0.0010733333333333333
5,25,26,0.0010733333333333333
5,25,27,0.0010733333333333333
5,25,28,0.0010733333333333333
5,25,29,0.0010733333333333333
5,25,30,0.0010733333333333333
5,25,31,0.0010733333333333333
5,25,32,0.0010733333333333333
5,25,33,0.0010733333333333333
5,25,34,0.0010733333333333333
5,25,35,0.0010733333333333333
5,25,36,0.0010733333333333333
5,25,37,0.0010733333333333333
5,25,38,0.0010733333333333333
5,25,39,0.0010733333333333333
5,25,40,0.0010733333333333333
5,25,41,0.0010733333333333333
5,25,42,0.0010733333333333333
5,25,43,0.0010733333333333333
5,25,44,0.0010733333333333333
5,25,45,0.0010733333333333333
5,25,46,0.0010733333333333333
5,25,47,0.0010733333333333333
5,25,48,0.0010733333333333333
5,25,49,0.0010733333333333333
5,25,50,0.0010733333333333333
5,25,51,0.0010733333333333333
5,25,52,0.0010733333333333333
5,25,53,0.0010733333333333333
5,25,54,0.0010733333333333333
5,25,55,0.0010733333333333333
5,25,56,0.0010733333333333333
5,25,57,0.0010733333333333333
5,25,58,0.0010733333333333333
5,25,59,0.0010733333333333333
5,26,0,0.0010733333333333333
5,26,1,0.0010733333333333333
5,26,2,0.0010733333333333333
5,26,3,0.0010733333333333333
5,26,4,0.0010733333333333333
5,26,5,0.0010733333333333333
5,26,6,0.0010733333333333333
5,26,7,0.0010733333333333333
5,26,8,0.0010733333333333333
5,26,9,0.0010733333333333333
5,26,10,0.0010733333333333333
5,26,11,0.0010733333333333333
5,26,12,0.0010733333333333333
5,26,13,0.0010733333333333333
5,26,14,0.0010733333333333333
5,26,15,0.0010733333333333333
5,26,16,0.0010733333333333333
5,26,17,0.0010733333333333333
5,26,18,0.0010733333333333333
5,26,19,0.0010733333333333333
5,26,20,0.0010733333333333333
5,26,21,0.0010733333333333333
5,26,22,0.0010733333333333333
5,26,23,0.0010733333333333333
5,26,24,0.0010733333333333333
5,26,25,0.0010733333333333333
5,26,26,0.0010733333333333333
5,26,27,0.0010733333333333333
5,26,28,0.0010733333333333333
5,26,29,0.0010733333333333333
5,26,30,0.0010733333333333333
5,26,31,0.0010733333333333333
5,26,32,0.0010733333333333333
5,26,33,0.0010733333333333333
5,26,34,0.0010733333333333333
5,26,35,0.0010733333333333333
5,26,36,0.0010733333333333333
5,26,37,0.0010733333333333333
5,26,38,0.0010733333333333333
5,26,39,0.0010733333333333333
5,26,40,0.0010733333333333333
5,26,41,0.0010733333333333333
5,26,42,0.0010733333333333333
5,26,43,0.0010733333333333333
5,26,44,0.0010733333333333333
5,26,45,0.0010733333333333333
5,26,46,0.0010733333333333333
5,26,47,0.0010733333333333333
5,26,48,0.0010733333333333333
5,26,49,0.0010733333333333333
5,26,50,0.0010733333333333333
5,26,51,0.0010733333333333333
5,26,52,0.0010733333333333333
5,26,53,0.0010733333333333333
5,26,54,0.0010733333333333333
5,26,55,0.0010733333333333333
5,26,56,0.0010733333333333333
5,26,57,0.0010733333333333333
5,26,58,0.0010733333333333333
5,26,59,0.0010733333333333333
5,27,0,0.0010733333333333333
5,27,1,0.0010733333333333333
5,27,2,0.0010733333333333333
5,27,3,0.0010733333333333333
5,27,4,0.0010733333333333333
5,27,5,0.0010733333333333333
5,27,6,0.0010733333333333333
5,27,7,0.0010733333333333333
5,27,8,0.0010733333333333333
5,27,9,0.0010733333333333333
5,27,10,0.0010733333333333333
5,27,11,0.0010733333333333333
5,27,12,0.0010733333333333333
5,27,13,0.0010733333333333333
5,27,14,0.0010733333333333333
5,27,15,0.0010733333333333333
5,27,16,0.0010733333333333333
5,27,17,0.0010733333333333333
5,27,18,0.0010733333333333333
5,27,19,0.0010733333333333333
5,27,20,0.0010733333333333333
5,27,21,0.0010733333333333333
5,27,22,0.0010733333333333333
5,27,23,0.0010733333333333333
5,27,24,0.0010733333333333333
5,27,25,0.0010733333333333333
5,27,26,0.0010733333333333333
5,27,27,0.0010733333333333333
5,27,28,0.0010733333333333333
5,27,29,0.0010733333333333333
5,27,30,0.0010733333333333333
5,27,31,0.0010733333333333333
5,27,32,0.0010733333333333333
5,27,33,0.0010733333333333333
5,27,34,0.0010733333333333333
5,27,35,0.0010733333333333333
5,27,36,0.0010733333333333333
5,27,37,0.0010733333333333333
5,27,38,0.0010733333333333333
5,27,39,0.0010733333333333333
5,27,40,0.0010733333333333333
5,27,41,0.0010733333333333333
5,27,42,0.0010733333333333333
5,27,43,0.0010733333333333333
5,27,44,0.0010733333333333333
5,27,45,0.0010733333333333333
5,27,46,0.0010733333333333333
5,27,47,0.0010733333333333333
5,27,48,0.0010733333333333333
5,27,49,0.0010733333333333333
5,27,50,0.0010733333333333333
5,27,51,0.0010733333333333333
5,27,52,0.0010733333333333333
5,27,53,0.0010733333333333333
5,27,54,0.0010733333333333333
5,27,55,0.0010733333333333333
5,27,56,0.0010733333333333333
5,27,57,0.0010733333333333333
5,27,58,0.0010733333333333333
5,27,59,0.0010733333333333333
5,28,0,0.0010733333333333333
5,28,1,0.0017088888888888887
5,28,2,0.0017088888888888887
5,28,3,0.0017088888888888887
5,28,4,0.0017088888888888887
5,28,5,0.0017088888888888887
5,28,6,0.0017088888888888887
5,28,7,0.0017088888888888887
5,28,8,0.0017088888888888887
5,28,9,0.0017088888888888887
5,28,10,0.0017088888888888887
5,28,11,0.0017088888888888887
5,28,12,0.0017088888888888887
5,28,13,0.0017088888888888887
5,28,14,0.0017088888888888887
5,28,15,0.0017088888888888887
5,28,16,0.0017088888888888887
5,28,17,0.0017088888888888887
5,28,18,0.0017088888888888887
5,28,19,0.0017088888888888887
5,28,20,0.0017088888888888887
5,28,21,0.0017088888888888887
5,28,22,0.0017088888888888887
5,28,23,0.0017088888888888887
5,28,24,0.0017088888888888887
5,28,25,0.0017088888888888887
5,28,26,0.0017088888888888887
5,28,27,0.0017088888888888887
5,28,28,0.0017088888888888887
5,28,29,0.0017088888888888887
5,28,30,0.0017088888888888887
5,28,31,0.0017088888888888887
5,28,32,0.0017088888888888887
5,28,33,0.0017088888888888887
5,28,34,0.0017088888888888887
5,28,35,0.0017088888888888887
5,28,36,0.0017088888888888887
5,28,37,0.0017088888888888887
5,28,38,0.0017088888888888887
5,28,39,0.0017088888888888887
5,28,40,0.0017088888888888887
5,28,41,0.0017088888888888887
5,28,42,0.0017088888888888887
5,28,43,0.0017088888888888887
5,28,44,0.0017088888888888887
5,28,45,0.0017088888888888887
5,28,46,0.0017088888888888887
5,28,47,0.0017088888888888887
5,28,48,0.0006355555555555555
5,28,49,0.0006355555555555555
5,28,50,0.0006355555555555555
5,28,51,0.0006355555555555555
5,28,52,0.0006355555555555555
5,28,53,0.0006355555555555555
5,28,54,0.0006355555555555555
5,28,55,0.0006355555555555555
5,28,56,0.0006355555555555555
5,28,57,0.0006355555555555555
5,28,58,0.0006355555555555555
5,28,59,0.0006355555555555555
5,29,0,0.0006355555555555555
5,29,1,0.0006355555555555555
5,29,2,0.0006355555555555555
5,29,3,0.0006355555555555555
5,29,4,0.0006355555555555555
5,29,5,0.0006355555555555555
5,29,6,0.0006355555555555555
5,29,7,0.0006355555555555555
5,29,8,0.0006355555555555555
5,29,9,0.0006355555555555555
5,29,10,0.0006355555555555555
5,29,11,0.0006355555555555555
5,29,12,0.0006355555555555555
5,29,13,0.0006355555555555555
5,29,14,0.0006355555555555555
5,29,15,0.0006355555555555555
5,29,16,0.0006355555555555555
5,29,17,0.0006355555555555555
5,29,18,0.0006355555555555555
5,29,19,0.0006355555555555555
5,29,20,0.0006355555555555555
5,29,21,0.0006355555555555555
5,29,22,0.0006355555555555555
5,29,23,0.0006355555555555555
5,29,24,0.0006355555555555555
5,29,25,0.0006355555555555555
5,29,26,0.0006355555555555555
5,29,27,0.0006355555555555555
5,29,28,0.0006355555555555555
5,29,29,0.0006355555555555555
5,29,30,0.0006355555555555555
5,29,31,0.0006355555555555555
5,29,32,0.0006355555555555555
5,29,33,0.0006355555555555555
5,29,34,0.0006355555555555555
5,29,35,0.0006355555555555555
5,29,36,1.1588698695857e-310
5,29,37,1.1589830433208e-310
5,29,38,1.1590962158544e-310
5,29,39,1.15920938896363e-310
5,29,40,1.1593225620721e-310
5,29,41,1.15943573518133e-310
5,29,42,1.15954890829065e-310
5,29,43,1.15966208139987e-310
5,29,44,1.1597752574867e-310
5,29,45,1.15988842768175e-310
5,29,46,1.1600011725603e-310
5,29,47,1.16011434566953e-310
5,29,48,1.16022751877885e-310
5,29,49,1.16034069188807e-310
5,29,50,1.16045386499655e-310
5,29,51,1.16056703810553e-310
5,29,52,1.1606802112155e-310
5,29,53,1.1607933843247e-310
5,29,54,1.16090655743393e-310
5,29,55,0.000515
5,29,56,0.000515
5,29,57,0.000515
5,29,58,0.000515
5,29,59,0.000515
5,30,0,1.16158559608925e-310
5,30,1,1.15830357593214e-310
5,30,2,1.15841674904136e-310
5,30,3,1.1585299221506e-310
5,30,4,1.1586430952598e-310
5,30,5,1.158756268369e-310
5,30,6,1.15886944147824e-310
5,30,7,1.15898261458746e-310
5,30,8,1.1590957876967e-310
5,30,9,1.1592089608059e-310
5,30,10,1.1593221339151e-310
5,30,11,1.15943530702434e-310
5,30,12,1.15954848013356e-310
5,30,13,1.1596616532428e-310
5,30,14,1.159774826352e-310
5,30,15,1.1598879994612e-310
5,30,16,1.16000117257044e-310
5,30,17,1.16011434567966e-310
5,30,18,1.1602275187889e-310
5,30,19,1.1603406918981e-310
5,30,20,1.1604538650073e-310
5,30,21,1.16056703811654e-310
5,30,22,1.1606802112259e-310
5,30,23,1.16079338433513e-310
5,30,24,1.16090655744435e-310
5,30,25,1.16101973055357e-310
5,30,26,1.1611329036628e-310
5,30,27,1.161246076772e-310
5,30,28,1.16135924988124e-310
5,30,29,1.16147242299046e-310
5,30,30,1.1615855960997e-310
5,30,31,1.15830357594256e-310
5,30,32,1.1584167490518e-310
5,30,33,1.158529922161e-310
5,30,34,1.1586430952703e-310
5,30,35,1.15875626837954e-310
5,30,36,1.15886986960025e-310
5,30,37,1.1589830433353e-310
5,30,38,1.15909621586894e-310
5,30,39,1.15920938897816e-310
5,30,40,1.15932256208664e-310
5,30,41,1.15943573519586e-310
5,30,42,1.1595489083051e-310
5,30,43,1.1596620814143e-310
5,30,44,1.1597752575011e-310
5,30,45,1.15988842769633e-310
5,30,46,1.16000117257484e-310
5,30,47,1.16011434568406e-310
5,30,48,1.1602275187934e-310
5,30,49,1.1603406919026e-310
5,30,50,1.1604538650111e-310
5,30,51,1.1605670381201e-310
5,30,52,1.16068021123006e-310
5,30,53,1.1607933843393e-310
5,30,54,1.1609065574485e-310
5,30,55,1.1610197305577e-310
5,30,56,1.16113290366694e-310
5,30,57,1.16124607677616e-310
5,30,58,1.1613592498854e-310
5,30,59,1.1614724229946e-310
5,31,0,1.16158559610383e-310
5,31,1,1.1583035759467e-310
5,31,2,1.15841674905593e-310
5,31,3,1.15852992216515e-310
5,31,4,1.15864309527437e-310
5,31,5,1.1587562683836e-310
5,31,6,1.1588694414928e-310
5,31,7,1.15898261460203e-310
5,31,8,1.15909578771125e-310
5,31,9,1.15920896082047e-310
5,31,10,1.1593221339297e-310
5,31,11,1.1594353070389e-310
5,31,12,1.15954848014814e-310
5,31,13,1.15966165325736e-310
5,31,14,1.1597748263666e-310
5,31,15,1.1598879994758e-310
5,31,16,1.160001172585e-310
5,31,17,1.16011434569424e-310
5,31,18,1.16022751880346e-310
5,31,19,1.1603406919127e-310
5,31,20,1.1604538650219e-310
5,31,21,1.1605670381311e-310
5,31,22,1.16068021124034e-310
5,31,23,1.16079338434956e-310
5,31,24,1.1609065574588e-310
5,31,25,1.1610197305681e-310
5,31,26,1.1611329036773e-310
5,31,27,1.16124607678654e-310
5,31,28,1.16135924989576e-310
5,31,29,1.161472423005e-310
5,31,30,1.1615855961142e-310
5,31,31,1.1583035759571e-310
5,31,32,1.1584167490663e-310
5,31,33,1.15852992217553e-310
5,31,34,1.15864309528485e-310
5,31,35,1.15875626839407e-310
5,31,36,1.1588698696148e-310
5,31,37,1.1589830433499e-310
5,31,38,1.1590962158835e-310
5,31,39,1.15920938899273e-310
5,31,40,1.1593225621012e-310
5,31,41,1.15943573521043e-310
5,31,42,1.15954890831965e-310
5,31,43,1.15966208142887e-310
5,31,44,1.15977525751563e-310
5,31,45,1.15988842771075e-310
5,31,46,1.16000117258927e-310
5,31,47,1.1601143456985e-310
5,31,48,1.1602275188079e-310
5,31,49,1.16034069191712e-310
5,31,50,1.16045386502565e-310
5,31,51,1.16056703813463e-310
5,31,52,1.1606802112446e-310
5,31,53,1.1607933843538e-310
5,31,54,1.16090655746303e-310
5,31,55,0.0008405555555555555
5,31,56,0.0008405555555555555
5,31,57,0.0008405555555555555
5,31,58,0.0008405555555555555
5,31,59,0.0008405555555555555
5,32,0,0.0007227777777777777
5,32,1,0.0007227777777777777
5,32,2,0.0007227777777777777
5,32,3,0.0007227777777777777
5,32,4,0.0007227777777777777
5,32,5,0.0007227777777777777
5,32,6,0.0007227777777777777
5,32,7,0.0007227777777777777
5,32,8,0.0007227777777777777
5,32,9,0.0007227777777777777
5,32,10,0.0007227777777777777
5,32,11,0.0007227777777777777
5,32,12,0.0007227777777777777
5,32,13,0.0007227777777777777
5,32,14,0.0007227777777777777
5,32,15,0.0007227777777777777
5,32,16,0.0007227777777777777
5,32,17,0.0007227777777777777
5,32,18,0.0007227777777777777
5,32,19,0.0007227777777777777
5,32,20,0.0007227777777777777
5,32,21,0.0007227777777777777
5,32,22,0.0007227777777777777
5,32,23,0.0007227777777777777
5,32,24,0.0007227777777777777
5,32,25,0.0007227777777777777
5,32,26,0.0007227777777777777
5,32,27,0.0007227777777777777
5,32,28,0.0007227777777777777
5,32,29,0.0007227777777777777
5,32,30,0.0007227777777777777
5,32,31,0.0007227777777777777
5,32,32,0.0007227777777777777
5,32,33,0.0007227777777777777
5,32,34,0.0007227777777777777
5,32,35,0.0007227777777777777
5,32,36,0.0007227777777777777
5,32,37,0.0007227777777777777
5,32,38,0.0007227777777777777
5,32,39,0.0007227777777777777
5,32,40,0.0007227777777777777
5,32,41,0.0007227777777777777
5,32,42,0.0007227777777777777
5,32,43,0.0007227777777777777
5,32,44,0.0007227777777777777
5,32,45,0.0007227777777777777
5,32,46,0.0007227777777777777
5,32,47,0.0007227777777777777
5,32,48,0.0007227777777777777
5,32,49,0.0007227777777777777
5,32,50,0.0007227777777777777
5,32,51,0.0007227777777777777
5,32,52,0.0007227777777777777
5,32,53,0.0007227777777777777
5,32,54,0.0007227777777777777
5,32,55,0.0007227777777777777
5,32,56,0.0007227777777777777
5,32,57,0.0007227777777777777
5,32,58,0.0007227777777777777
5,32,59,0.0007227777777777777
5,33,0,0.0007227777777777777
5,33,1,0.0007227777777777777
5,33,2,0.0007227777777777777
5,33,3,0.0007227777777777777
5,33,4,0.0007227777777777777
5,33,5,0.0007227777777777777
5,33,6,0.0007227777777777777
5,33,7,0.0007227777777777777
5,33,8,0.0007227777777777777
5,33,9,0.0007227777777777777
5,33,10,0.0007227777777777777
5,33,11,0.0007227777777777777
5,33,12,0.0007227777777777777
5,33,13,0.0007227777777777777
5,33,14,0.0007227777777777777
5,33,15,0.0007227777777777777
5,33,16,0.0007227777777777777
5,33,17,0.0007227777777777777
5,33,18,1.16022751883256e-310
5,33,19,1.1603406919418e-310
5,33,20,1.160453865051e-310
5,33,21,1.1605670381602e-310
5,33,22,1.16068021126944e-310
5,33,23,1.16079338437866e-310
5,33,24,1.1609065574879e-310
5,33,25,1.1610197305971e-310
5,33,26,1.1611329037063e-310
5,33,27,1.16124607681554e-310
5,33,28,1.16135924992476e-310
5,33,29,1.161472423034e-310
5,33,30,1.1615855961432e-310
5,33,31,1.1583035759862e-310
5,33,32,1.1584167490954e-310
5,33,33,1.15852992220463e-310
5,33,34,1.15864309531395e-310
5,33,35,1.15875626842317e-310
5,33,36,1.1588698696439e-310
5,33,37,1.158983043379e-310
5,33,38,1.1590962159126e-310
5,33,39,1.15920938902183e-310
5,33,40,1.1593225621303e-310
5,33,41,1.15943573523953e-310
5,33,42,1.15954890834875e-310
5,33,43,1.15966208145797e-310
5,33,44,1.15977525754473e-310
5,33,45,1.15988842773985e-310
5,33,46,1.16000117261837e-310
5,33,47,1.1601143457276e-310
5,33,48,1.1602275188369e-310
5,33,49,0.0009522222222222223
5,33,50,0.0009522222222222223
5,33,51,0.0009522222222222223
5,33,52,0.0009522222222222223
5,33,53,0.0009522222222222223
5,33,54,1.16090655749213e-310
5,33,55,1.16101973060135e-310
5,33,56,1.16113290371057e-310
5,33,57,1.1612460768198e-310
5,33,58,1.161359249929e-310
5,33,59,1.16147242303823e-310
5,34,0,1.16158559614745e-310
5,34,1,1.15830357599034e-310
5,34,2,1.15841674909956e-310
5,34,3,1.1585299222088e-310
5,34,4,1.158643095318e-310
5,34,5,1.1587562684272e-310
5,34,6,1.15886944153644e-310
5,34,7,1.15898261464566e-310
5,34,8,1.1590957877549e-310
5,34,9,1.1592089608641e-310
5,34,10,1.1593221339733e-310
5,34,11,1.15943530708254e-310
5,34,12,1.15954848019176e-310
5,34,13,1.159661653301e-310
5,34,14,1.1597748264102e-310
5,34,15,1.1598879995194e-310
5,34,16,1.16000117262864e-310
5,34,17,1.16011434573786e-310
5,34,18,1.1602275188471e-310
5,34,19,0.0012916666666666667
5,34,20,0.0012916666666666667
5,34,21,0.0012916666666666667
5,34,22,0.0012916666666666667
5,34,23,0.0012916666666666667
5,34,24,0.0012916666666666667
5,34,25,0.0012916666666666667
5,34,26,0.0012916666666666667
5,34,27,0.0012916666666666667
5,34,28,0.0012916666666666667
5,34,29,0.0012916666666666667
5,34,30,0.0012916666666666667
5,34,31,0.0012916666666666667
5,34,32,0.0012916666666666667
5,34,33,0.0012916666666666667
5,34,34,0.0012916666666666667
5,34,35,0.0012916666666666667
5,34,36,0.0012916666666666667
5,34,37,0.0012916666666666667
5,34,38,0.0012916666666666667
5,34,39,0.0012916666666666667
5,34,40,0.0012916666666666667
5,34,41,0.0012916666666666667
5,34,42,0.0012916666666666667
5,34,43,0.0012916666666666667
5,34,44,0.0012916666666666667
5,34,45,0.0012916666666666667
5,34,46,0.0012916666666666667
5,34,47,0.0012916666666666667
5,34,48,0.0012916666666666667
5,34,49,0.0012916666666666667
5,34,50,0.0012916666666666667
5,34,51,0.0012916666666666667
5,34,52,0.0012916666666666667
5,34,53,0.0012916666666666667
5,34,54,0.0012916666666666667
5,34,55,0.0012916666666666667
5,34,56,0.0012916666666666667
5,34,57,0.0012916666666666667
5,34,58,0.0012916666666666667
5,34,59,0.0012916666666666667
5,35,0,0.0012916666666666667
5,35,1,0.0012916666666666667
5,35,2,0.0012916666666666667
5,35,3,0.0012916666666666667
5,35,4,0.0012916666666666667
5,35,5,0.0012916666666666667
5,35,6,0.0012916666666666667
5,35,7,0.0012916666666666667
5,35,8,0.0012916666666666667
5,35,9,0.0012916666666666667
5,35,10,0.0012916666666666667
5,35,11,0.0012916666666666667
5,35,12,0.0012916666666666667
